PLAYER_NAME,year,totalPts,totalPf,totalTo,totalBlk,totalStl,totalAst,totalReb,totalDreb,totalOreb,totalFta,totalFtm,totalFg3a,totalFg3m,totalFga,totalFgm,totalGames,totalEfficiency,injury_name,status,count,player_position,team_abbreviation,age,player_height,player_weight
DeMarcus Cousins,2016,2172.0,276.0,285.0,106.0,124.0,282.0,849.0,676.0,173.0,761.0,562.0,279.0,104.0,1609.0,753.0,77.0,106.0,rest,DTD,4,C,NOP,26.0,210.82,122.46984
DeMarcus Cousins,2017,2022.0,296.0,354.0,107.0,112.0,419.0,947.0,788.0,159.0,673.0,510.0,453.0,158.0,1464.0,677.0,80.0,-65.0,torn left Achilles tendon,out for season,5,C,NOP,27.0,210.82,122.46984
DeMarre Carroll,2013,580.0,158.0,63.0,22.0,76.0,97.0,288.0,195.0,93.0,126.0,96.0,153.0,50.0,475.0,217.0,75.0,91.0,sprained right thumb,DNP,6,SF,ATL,27.0,203.2,96.16151
DeMarre Carroll,2016,512.0,126.0,39.0,20.0,65.0,50.0,211.0,158.0,53.0,86.0,64.0,232.0,84.0,442.0,182.0,57.0,51.0,rest,DTD,7,SF,TOR,30.0,203.2,96.16151
DeMarre Carroll,2018,834.0,132.0,90.0,22.0,42.0,116.0,402.0,323.0,79.0,215.0,168.0,351.0,126.0,669.0,270.0,69.0,-53.0,arthroscopic surgery on right ankle,out indefinitely,8,SF,BKN,32.0,203.2,97.52228
DeMarre Carroll,2019,568.0,106.0,63.0,9.0,28.0,76.0,285.0,227.0,58.0,191.0,142.0,240.0,82.0,446.0,172.0,62.0,54.0,illness,DTD,1,SF,HOU,33.0,198.12,97.52228
DeQuan Jones,2012,125.0,31.0,15.0,11.0,11.0,8.0,55.0,47.0,8.0,28.0,20.0,12.0,3.0,107.0,51.0,27.0,-22.0,strained left groin  / abdominal surgery,P,4,SF,ORL,23.0,203.2,100.243835
DeSagana Diop,2010,62.0,66.0,31.0,39.0,11.0,15.0,116.0,75.0,41.0,27.0,6.0,0.0,0.0,63.0,28.0,40.0,-31.0,placed on IL,P,5,C,CHA,29.0,213.36,127.00576
DeSagana Diop,2011,0.0,7.0,3.0,6.0,1.0,3.0,28.0,23.0,5.0,2.0,0.0,0.0,0.0,11.0,0.0,4.0,-6.0,right knee inflammation,DNP,10,C,CHA,30.0,213.36,127.00576
DeSagana Diop,2012,46.0,50.0,25.0,26.0,8.0,32.0,128.0,86.0,42.0,11.0,2.0,1.0,0.0,63.0,22.0,46.0,-121.0,sore right knee,DNP,3,C,CHA,31.0,213.36,127.00576
DeShawn Stevenson,2011,329.0,86.0,38.0,4.0,24.0,58.0,97.0,80.0,17.0,39.0,30.0,248.0,85.0,312.0,107.0,69.0,-137.0,sore right knee,DNP,7,SG,NJN,31.0,195.58,98.88306
Dean Wade,2019,12.0,7.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,4.0,2.0,8.0,5.0,5.0,-20.0,illness,DTD,2,F-C,CLE,23.0,205.74,103.418976
Dejounte Murray,2016,60.0,10.0,17.0,1.0,5.0,22.0,19.0,16.0,3.0,23.0,13.0,11.0,5.0,61.0,21.0,21.0,-7.0,sprained right ankle,DTD,4,PG,SAS,20.0,195.58,77.11064
Dejounte Murray,2017,433.0,107.0,109.0,22.0,52.0,171.0,243.0,191.0,52.0,121.0,86.0,35.0,9.0,403.0,169.0,74.0,151.0,sprained left ankle,DTD,1,PG,SAS,21.0,195.58,77.11064
Delon Wright,2015,21.0,3.0,9.0,0.0,2.0,8.0,17.0,14.0,3.0,3.0,1.0,6.0,2.0,28.0,9.0,12.0,-31.0,left hip pointer,DTD,3,PG,TOR,24.0,195.58,86.18248
Delon Wright,2016,117.0,8.0,17.0,3.0,11.0,33.0,36.0,28.0,8.0,48.0,34.0,13.0,5.0,84.0,39.0,31.0,21.0,recovering from arthroscopic surgery on right shoulder to repair torn labrum,DTD,7,PG,TOR,25.0,195.58,86.18248
Delon Wright,2017,397.0,68.0,77.0,23.0,59.0,138.0,133.0,95.0,38.0,117.0,98.0,94.0,29.0,289.0,135.0,63.0,176.0,dislocated right shoulder,out indefinitely,3,PG,TOR,26.0,195.58,86.18248
Delon Wright,2018,686.0,95.0,84.0,42.0,87.0,244.0,258.0,195.0,63.0,127.0,105.0,198.0,73.0,578.0,254.0,93.0,80.0,left groin injury,DTD,2,PG,MEM,27.0,195.58,83.00734
Delonte West,2010,483.0,72.0,85.0,25.0,41.0,165.0,161.0,130.0,31.0,114.0,93.0,90.0,30.0,399.0,180.0,54.0,85.0,broken right wrist,out indefinitely,6,SG,BOS,27.0,190.5,81.64656
Delonte West,2011,192.0,50.0,45.0,7.0,32.0,87.0,53.0,43.0,10.0,31.0,28.0,56.0,18.0,176.0,73.0,33.0,-117.0,strained right hamstring,DNP,3,SG,DAL,28.0,190.5,81.64656
Demetrius Jackson,2016,42.0,5.0,6.0,2.0,5.0,17.0,10.0,8.0,2.0,12.0,6.0,10.0,6.0,27.0,15.0,10.0,-32.0,illness,DTD,2,PG,BOS,22.0,185.42,91.17199
Demetrius Jackson,2018,33.0,5.0,4.0,1.0,3.0,10.0,5.0,2.0,3.0,8.0,7.0,8.0,2.0,23.0,12.0,10.0,-15.0,left big toe injury,DTD,1,PG,PHI,24.0,185.42,91.17199
Dennis Horner,2011,8.0,2.0,1.0,1.0,0.0,3.0,6.0,3.0,3.0,2.0,2.0,1.0,0.0,6.0,3.0,3.0,-2.0,sprained left ankle,DNP,1,PF,NJN,24.0,205.74,104.32616
Dennis Schroder,2014,456.0,96.0,110.0,2.0,40.0,181.0,121.0,107.0,14.0,119.0,87.0,79.0,21.0,394.0,174.0,73.0,-128.0,ankle injury,DTD,2,PG,ATL,21.0,185.42,76.20345
Dennis Schroder,2016,1279.0,177.0,260.0,14.0,70.0,474.0,254.0,218.0,36.0,247.0,199.0,305.0,106.0,1091.0,487.0,95.0,115.0,rest / foot injury,DTD,2,PG,ATL,23.0,185.42,78.01782
Dennis Schroder,2019,1351.0,192.0,183.0,16.0,56.0,318.0,302.0,269.0,33.0,251.0,203.0,411.0,144.0,1153.0,502.0,84.0,100.0,sore right ankle,DTD,2,PG,OKC,26.0,185.42,78.01782
Dennis Smith Jr.,2018,991.0,162.0,196.0,23.0,81.0,335.0,216.0,173.0,43.0,201.0,139.0,308.0,100.0,916.0,376.0,66.0,-190.0,sprained right ankle,DTD,8,G,NYK,21.0,190.5,88.45044
Dennis Smith Jr.,2019,532.0,118.0,113.0,19.0,50.0,225.0,140.0,106.0,34.0,129.0,76.0,164.0,46.0,530.0,205.0,52.0,-209.0,illness,DTD,4,G,NYK,22.0,187.96,92.98636
Denzel Valentine,2016,58.0,22.0,10.0,1.0,6.0,12.0,37.0,36.0,1.0,8.0,7.0,44.0,11.0,70.0,20.0,23.0,-66.0,sprained ankle,DTD,5,SG,CHI,23.0,198.12,96.16151
Denzel Valentine,2017,643.0,159.0,88.0,12.0,54.0,174.0,328.0,292.0,36.0,28.0,20.0,366.0,143.0,592.0,240.0,81.0,-171.0,surgery on left knee,out for season,2,SG,CHI,24.0,198.12,97.06869
Denzel Valentine,2019,153.0,37.0,18.0,5.0,16.0,28.0,59.0,54.0,5.0,11.0,10.0,90.0,33.0,148.0,55.0,25.0,-63.0,left hamstring injury,DTD,2,SG,CHI,26.0,193.04,99.79024
Derek Fisher,2012,524.0,164.0,88.0,6.0,67.0,211.0,156.0,144.0,12.0,94.0,84.0,171.0,62.0,498.0,189.0,87.0,194.0,strained right knee,DNP,2,PG,OKC,38.0,185.42,95.25432
Deron Williams,2010,1867.0,269.0,304.0,19.0,122.0,936.0,359.0,301.0,58.0,631.0,529.0,382.0,142.0,1299.0,598.0,94.0,358.0,strained tendon in right wrist,DNP,7,PG,NJN,27.0,190.5,94.80073
Deron Williams,2011,668.0,103.0,147.0,13.0,45.0,393.0,154.0,132.0,22.0,204.0,172.0,192.0,56.0,556.0,220.0,38.0,-203.0,sore ribs on right side,DNP,11,PG,NJN,28.0,190.5,94.80073
Deron Williams,2012,1656.0,192.0,300.0,31.0,98.0,711.0,271.0,236.0,35.0,446.0,372.0,506.0,166.0,1379.0,559.0,86.0,-184.0,bruised right wrist,DNP,3,PG,BKN,29.0,190.5,94.80073
Deron Williams,2013,1392.0,177.0,213.0,27.0,68.0,581.0,208.0,191.0,17.0,335.0,287.0,396.0,165.0,1021.0,470.0,76.0,195.0,sprained left ankle,DNP,18,PG,BKN,30.0,190.5,94.80073
Deron Williams,2015,928.0,170.0,159.0,14.0,71.0,450.0,273.0,248.0,25.0,210.0,180.0,269.0,98.0,819.0,325.0,72.0,-37.0,sprained left knee,DTD,13,PG,DAL,32.0,190.5,90.7184
Deron Williams,2016,948.0,173.0,172.0,10.0,49.0,427.0,175.0,154.0,21.0,194.0,165.0,316.0,105.0,824.0,339.0,73.0,-148.0,strained left calf,DTD,8,PG,CLE,33.0,190.5,90.7184
Derrick Brown,2011,83.0,28.0,15.0,3.0,8.0,16.0,58.0,26.0,32.0,31.0,16.0,7.0,3.0,59.0,32.0,25.0,-37.0,sprained right ankle,DNP,1,SF,CHA,24.0,203.2,105.686935
Derrick Favors,2011,395.0,155.0,56.0,54.0,22.0,37.0,297.0,174.0,123.0,121.0,71.0,0.0,0.0,320.0,162.0,52.0,-239.0,sprained left ankle,DNP,1,PF,UTA,20.0,208.28,112.490814
Derrick Favors,2012,901.0,236.0,154.0,124.0,77.0,69.0,637.0,394.0,243.0,362.0,239.0,1.0,0.0,697.0,331.0,99.0,7.0,strained arch in right foot,DNP,5,PF,UTA,21.0,208.28,112.490814
Derrick Favors,2014,1091.0,221.0,118.0,117.0,64.0,102.0,652.0,442.0,210.0,320.0,211.0,1.0,0.0,820.0,440.0,77.0,-124.0,flu,DTD,4,PF,UTA,23.0,208.28,118.8411
Derrick Favors,2015,1229.0,206.0,123.0,118.0,86.0,112.0,625.0,414.0,211.0,349.0,236.0,7.0,1.0,977.0,496.0,76.0,102.0,back spasms / sore lower back,DTD,4,PF,UTA,24.0,208.28,120.20188
Derrick Favors,2016,740.0,128.0,89.0,82.0,50.0,66.0,395.0,280.0,115.0,198.0,137.0,5.0,1.0,611.0,301.0,55.0,163.0,sore left knee,DTD,8,PF,UTA,25.0,208.28,120.20188
Derrick Favors,2017,868.0,175.0,91.0,59.0,68.0,113.0,496.0,326.0,170.0,181.0,119.0,28.0,7.0,686.0,371.0,80.0,21.0,eye laceration,DTD,6,PF,UTA,26.0,208.28,120.20188
Derrick Favors,2019,726.0,139.0,74.0,90.0,45.0,96.0,540.0,356.0,184.0,165.0,115.0,49.0,7.0,526.0,302.0,67.0,161.0,sore right knee,DTD,4,PF,NOP,28.0,205.74,120.20188
Derrick Rose,2011,1855.0,126.0,252.0,47.0,74.0,540.0,278.0,201.0,77.0,568.0,499.0,383.0,112.0,1444.0,622.0,73.0,433.0,sprained left big toe,DNP,26,PG,CHI,23.0,190.5,86.18248
Derrick Rose,2013,304.0,24.0,52.0,2.0,14.0,78.0,55.0,39.0,16.0,98.0,80.0,74.0,28.0,248.0,98.0,17.0,-32.0,sore hamstring,DNP,4,PG,CHI,25.0,190.5,86.18248
Derrick Rose,2014,515.0,40.0,86.0,5.0,14.0,130.0,94.0,76.0,18.0,121.0,99.0,148.0,44.0,426.0,186.0,30.0,108.0,sprained left ankle,DTD,9,PG,CHI,26.0,190.5,86.18248
Derrick Rose,2015,1161.0,96.0,196.0,25.0,56.0,361.0,243.0,198.0,45.0,210.0,167.0,285.0,84.0,1159.0,455.0,69.0,115.0,sprained left ankle,DTD,10,PG,CHI,27.0,190.5,86.18248
Derrick Rose,2017,786.0,53.0,100.0,6.0,27.0,181.0,154.0,116.0,38.0,176.0,156.0,35.0,8.0,628.0,311.0,46.0,-184.0,sprained left ankle,DTD,6,PG,MIN,29.0,190.5,86.18248
Derrick Rose,2018,834.0,58.0,87.0,12.0,33.0,199.0,127.0,96.0,31.0,144.0,120.0,146.0,64.0,694.0,325.0,59.0,-14.0,sore left ankle,DTD,12,PG,MIN,30.0,190.5,90.7184
Derrick Rose,2019,834.0,50.0,100.0,15.0,36.0,244.0,119.0,91.0,28.0,146.0,126.0,125.0,32.0,702.0,338.0,51.0,-28.0,right hamstring injury,DTD,7,PG,DET,31.0,187.96,90.7184
Derrick Walton Jr.,2017,38.0,7.0,7.0,2.0,5.0,24.0,13.0,13.0,0.0,6.0,6.0,18.0,8.0,35.0,12.0,17.0,-26.0,illness,DTD,1,G,MIA,23.0,185.42,83.91452
Derrick Walton Jr.,2019,58.0,17.0,6.0,1.0,6.0,27.0,16.0,13.0,3.0,10.0,9.0,21.0,9.0,40.0,20.0,20.0,15.0,right elbow injury,DTD,2,G,DET,25.0,182.88,83.91452
Derrick White,2018,287.0,59.0,50.0,18.0,33.0,117.0,117.0,101.0,16.0,52.0,43.0,75.0,26.0,246.0,109.0,46.0,122.0,plantar fascia in left foot,out indefinitely,5,G,SAS,24.0,193.04,86.18248
Derrick White,2019,883.0,187.0,114.0,63.0,63.0,297.0,284.0,243.0,41.0,196.0,149.0,188.0,68.0,688.0,333.0,80.0,54.0,sore left foot,DTD,2,G,SAS,25.0,193.04,86.18248
Derrick Williams,2013,989.0,152.0,108.0,33.0,61.0,61.0,439.0,349.0,90.0,297.0,213.0,199.0,60.0,827.0,358.0,88.0,-246.0,back spasms,DNP,2,PF,SAC,23.0,203.2,108.86208
Derrick Williams,2014,625.0,107.0,77.0,14.0,40.0,47.0,294.0,222.0,72.0,264.0,182.0,102.0,29.0,482.0,207.0,82.0,-276.0,knee injury,DNP,2,PF,SAC,24.0,203.2,108.86208
Derrick Williams,2016,691.0,65.0,58.0,11.0,29.0,71.0,301.0,253.0,48.0,209.0,155.0,163.0,46.0,549.0,245.0,74.0,-166.0,back spasms,DTD,2,PF,CLE,26.0,203.2,108.86208
Devin Booker,2017,1850.0,235.0,257.0,21.0,70.0,293.0,285.0,238.0,47.0,491.0,418.0,440.0,172.0,1441.0,630.0,76.0,-231.0,right big toe injury,DTD,9,SG,PHX,21.0,198.12,95.25432
Devin Booker,2019,1786.0,203.0,281.0,15.0,49.0,438.0,285.0,241.0,44.0,491.0,434.0,373.0,128.0,1252.0,612.0,69.0,-244.0,right forearm injury,DTD,1,SG,PHX,23.0,195.58,93.43995
Devin Ebanks,2010,84.0,13.0,8.0,5.0,3.0,4.0,37.0,18.0,19.0,28.0,24.0,4.0,0.0,68.0,30.0,19.0,-37.0,gastroenteritis,DNP,2,SG,LAL,21.0,205.74,97.52228
Devin Harris,2011,616.0,94.0,132.0,7.0,47.0,311.0,96.0,84.0,12.0,227.0,190.0,126.0,42.0,482.0,192.0,46.0,-169.0,strained left hamstring,DNP,3,PG,UTA,29.0,190.5,87.08966
Devin Harris,2012,921.0,185.0,159.0,20.0,87.0,382.0,155.0,140.0,15.0,257.0,184.0,299.0,105.0,712.0,316.0,87.0,88.0,illness,P,14,PG,ATL,30.0,190.5,87.08966
Devin Harris,2016,413.0,110.0,60.0,9.0,41.0,104.0,133.0,120.0,13.0,102.0,78.0,169.0,55.0,329.0,140.0,64.0,-122.0,strained right big toe,DTD,3,PG,DAL,34.0,190.5,83.91452
Devin Harris,2018,514.0,129.0,62.0,11.0,42.0,122.0,116.0,109.0,7.0,142.0,117.0,231.0,73.0,404.0,162.0,68.0,-78.0,strained left hamstring,DTD,2,PG,DAL,36.0,190.5,83.91452
Devin Robinson,2018,23.0,7.0,1.0,1.0,4.0,3.0,16.0,10.0,6.0,5.0,3.0,1.0,0.0,17.0,10.0,5.0,13.0,hip injury,DTD,1,F,WAS,24.0,203.2,90.7184
Dewan Hernandez,2019,19.0,8.0,4.0,3.0,1.0,3.0,27.0,20.0,7.0,9.0,7.0,2.0,0.0,20.0,6.0,7.0,-4.0,sprained right thumb,DTD,4,C-F,TOR,23.0,208.28,106.59412
Dewayne Dedmon,2014,209.0,130.0,40.0,50.0,15.0,10.0,281.0,181.0,100.0,69.0,43.0,0.0,0.0,172.0,83.0,58.0,-93.0,sprained left ankle,DTD,2,C,ORL,25.0,213.36,111.13004
Dewayne Dedmon,2016,333.0,139.0,43.0,56.0,26.0,23.0,325.0,233.0,92.0,92.0,67.0,0.0,0.0,234.0,133.0,71.0,67.0,sprained left knee,DTD,3,C,SAS,27.0,213.36,111.13004
Dewayne Dedmon,2017,567.0,204.0,97.0,61.0,39.0,69.0,574.0,420.0,154.0,131.0,88.0,35.0,15.0,374.0,232.0,86.0,-11.0,stress reaction in left tibia,DTD,3,C,ATL,28.0,213.36,111.13004
Dewayne Dedmon,2018,662.0,196.0,89.0,62.0,64.0,96.0,547.0,444.0,103.0,103.0,85.0,187.0,63.0,534.0,257.0,70.0,-192.0,left ankle injury,DTD,8,C,ATL,29.0,213.36,111.13004
Dexter Pittman,2010,14.0,13.0,7.0,2.0,1.0,0.0,7.0,4.0,3.0,4.0,2.0,0.0,0.0,9.0,6.0,4.0,"",surgery on right knee to repair cartilage,out indefinitely,2,C,MIA,23.0,210.82,139.70633
Deyonta Davis,2016,49.0,31.0,10.0,14.0,1.0,2.0,47.0,30.0,17.0,13.0,7.0,0.0,0.0,39.0,21.0,22.0,-21.0,plantar fasciitis in left foot,DTD,4,C,MEM,20.0,208.28,108.86208
Deyonta Davis,2017,134.0,60.0,15.0,25.0,10.0,17.0,118.0,82.0,36.0,30.0,20.0,0.0,0.0,102.0,57.0,46.0,-15.0,sore knees,DTD,4,C,MEM,21.0,210.82,107.501305
Dillon Brooks,2018,743.0,170.0,110.0,11.0,55.0,111.0,185.0,146.0,39.0,151.0,113.0,211.0,74.0,654.0,278.0,65.0,-193.0,sprained MCL in left knee,out indefinitely,4,G-F,MEM,23.0,198.12,99.79024
Dion Waiters,2012,389.0,55.0,58.0,4.0,35.0,97.0,71.0,63.0,8.0,70.0,51.0,132.0,44.0,411.0,147.0,30.0,-39.0,sprained left ankle,DTD,10,SG,CLE,21.0,193.04,97.52228
Dion Waiters,2016,910.0,172.0,140.0,25.0,80.0,224.0,207.0,177.0,30.0,196.0,132.0,287.0,108.0,826.0,335.0,86.0,106.0,strained right groin,DTD,4,SG,MIA,25.0,193.04,99.79024
Dion Waiters,2017,984.0,121.0,155.0,19.0,52.0,267.0,190.0,169.0,21.0,167.0,116.0,338.0,118.0,886.0,375.0,65.0,-14.0,sprained left ankle,DTD,3,SG,MIA,26.0,193.04,97.52228
Dion Waiters,2019,559.0,78.0,71.0,9.0,33.0,131.0,120.0,112.0,8.0,45.0,23.0,300.0,114.0,507.0,211.0,48.0,-5.0,stomach illness,DTD,4,SG,LAL,28.0,190.5,95.25432
Dirk Nowitzki,2011,1657.0,160.0,148.0,38.0,34.0,186.0,496.0,449.0,47.0,488.0,448.0,161.0,63.0,1170.0,573.0,70.0,396.0,sore right knee,DNP,4,PF,DAL,34.0,213.36,111.13004
Dirk Nowitzki,2012,1391.0,130.0,120.0,33.0,43.0,136.0,438.0,391.0,47.0,372.0,332.0,220.0,81.0,1083.0,489.0,66.0,210.0,arthroscopic surgery on right knee,out indefinitely,4,PF,DAL,35.0,213.36,111.13004
Dirk Nowitzki,2014,1867.0,181.0,128.0,44.0,68.0,216.0,582.0,530.0,52.0,420.0,374.0,362.0,135.0,1406.0,679.0,92.0,332.0,rest,DTD,4,PF,DAL,37.0,213.36,111.13004
Dirk Nowitzki,2018,501.0,90.0,24.0,30.0,24.0,55.0,234.0,228.0,6.0,65.0,59.0,198.0,78.0,411.0,182.0,47.0,-81.0,surgery on left ankle,out indefinitely,2,PF,DAL,41.0,213.36,111.13004
Dominic McGuire,2010,86.0,56.0,27.0,18.0,5.0,24.0,131.0,92.0,39.0,24.0,16.0,1.0,0.0,113.0,35.0,46.0,-144.0,stress fracture in left shin,out indefinitely,2,SF,CHA,25.0,205.74,99.79024
Dominic McGuire,2011,130.0,59.0,17.0,21.0,9.0,32.0,119.0,79.0,40.0,25.0,20.0,1.0,0.0,123.0,55.0,40.0,-26.0,strained/sore left knee,DNP,1,SF,GSW,26.0,205.74,106.59412
Dominique Jones,2010,87.0,24.0,24.0,1.0,5.0,28.0,28.0,20.0,8.0,38.0,24.0,7.0,1.0,79.0,31.0,17.0,-32.0,stress fracture in fifth metatarsal in right foot,out indefinitely,3,SG,DAL,22.0,195.58,97.52228
Dominique Jones,2012,196.0,58.0,72.0,6.0,25.0,135.0,95.0,67.0,28.0,87.0,60.0,17.0,2.0,189.0,67.0,59.0,-99.0,illness,DNP,2,SG,DAL,24.0,195.58,97.52228
Donatas Motiejunas,2014,671.0,227.0,112.0,34.0,44.0,83.0,420.0,296.0,124.0,177.0,108.0,130.0,37.0,574.0,263.0,84.0,122.0,sore lower back,out for season,3,PF,HOU,24.0,213.36,115.66596
Donatas Motiejunas,2015,618.0,141.0,91.0,18.0,44.0,99.0,264.0,179.0,85.0,108.0,64.0,101.0,42.0,498.0,256.0,54.0,37.0,recovering from surgery on back,DTD,6,PF,HOU,25.0,213.36,100.697426
Donovan Mitchell,2017,687.0,117.0,95.0,16.0,55.0,128.0,121.0,100.0,21.0,109.0,93.0,229.0,80.0,588.0,257.0,38.0,20.0,bruised right big toe,DTD,2,G,UTA,21.0,190.5,97.52228
Donovan Mitchell,2018,1958.0,231.0,256.0,25.0,142.0,336.0,370.0,306.0,64.0,379.0,303.0,652.0,209.0,1707.0,723.0,91.0,431.0,right hamstring injury,DTD,6,G,UTA,22.0,190.5,97.52228
Donta Hall,2019,2.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,-24.0,sprained right ankle,DTD,1,F,BKN,22.0,205.74,103.87257
Donte DiVincenzo,2018,141.0,43.0,21.0,6.0,15.0,34.0,73.0,57.0,16.0,22.0,17.0,83.0,20.0,141.0,52.0,26.0,121.0,strained left quadriceps,DTD,7,G,MIL,22.0,193.04,92.07918
Donte Greene,2011,259.0,56.0,36.0,12.0,20.0,25.0,80.0,52.0,28.0,42.0,30.0,95.0,29.0,235.0,100.0,50.0,-52.0,personal reasons,DNP,1,SF,SAC,24.0,210.82,102.511795
Dorell Wright,2011,893.0,109.0,77.0,39.0,86.0,153.0,268.0,213.0,55.0,167.0,136.0,350.0,121.0,755.0,318.0,56.0,-31.0,bruised left knee,DNP,2,SF,GSW,26.0,205.74,92.98636
Dorell Wright,2012,931.0,133.0,88.0,43.0,91.0,145.0,417.0,334.0,83.0,170.0,136.0,431.0,161.0,764.0,317.0,93.0,-254.0,right elbow injury,DNP,1,SF,PHI,27.0,205.74,92.98636
Dorian Finney-Smith,2017,215.0,82.0,33.0,16.0,35.0,44.0,147.0,109.0,38.0,40.0,29.0,118.0,34.0,210.0,76.0,59.0,-73.0,left knee tendinitis,DTD,6,PF,DAL,25.0,203.2,99.79024
Doron Lamb,2012,100.0,33.0,17.0,0.0,7.0,21.0,18.0,15.0,3.0,19.0,10.0,19.0,4.0,112.0,43.0,23.0,-3.0,ankle injury,DTD,1,SG,ORL,21.0,193.04,95.25432
Doron Lamb,2013,96.0,29.0,16.0,0.0,7.0,21.0,33.0,28.0,5.0,24.0,15.0,35.0,13.0,90.0,34.0,39.0,-89.0,sprained right ankle,DNP,8,SG,ORL,22.0,193.04,90.7184
Doug McDermott,2015,402.0,69.0,29.0,3.0,6.0,37.0,123.0,100.0,23.0,32.0,26.0,166.0,68.0,363.0,154.0,59.0,-32.0,sore right knee,DTD,1,SF,CHI,24.0,203.2,102.0582
Doug McDermott,2016,810.0,136.0,56.0,5.0,21.0,67.0,217.0,184.0,33.0,118.0,103.0,254.0,103.0,669.0,302.0,80.0,0.0,concussion,DTD,7,SF,OKC,25.0,203.2,99.33665
Doug McDermott,2017,751.0,113.0,52.0,16.0,16.0,73.0,229.0,192.0,37.0,93.0,74.0,274.0,109.0,622.0,284.0,90.0,-123.0,elbow injury,out for season,1,SF,DAL,26.0,203.2,99.33665
Dragan Bender,2016,113.0,51.0,27.0,20.0,10.0,15.0,79.0,69.0,10.0,10.0,3.0,75.0,22.0,117.0,44.0,33.0,0.0,sore right ankle,DTD,5,PF,PHX,19.0,215.9,102.0582
Dragan Bender,2019,271.0,104.0,35.0,30.0,17.0,62.0,191.0,155.0,36.0,61.0,38.0,104.0,29.0,208.0,102.0,42.0,-135.0,sprained right ankle,DTD,1,PF,GSW,22.0,213.36,112.944405
Draymond Green,2012,109.0,82.0,26.0,13.0,27.0,30.0,131.0,98.0,33.0,27.0,23.0,37.0,8.0,131.0,39.0,35.0,38.0,knee injury,DNP,2,SF,GSW,23.0,200.66,104.32616
Draymond Green,2015,1372.0,365.0,236.0,129.0,166.0,547.0,953.0,772.0,181.0,363.0,245.0,425.0,143.0,1126.0,492.0,109.0,1195.0,rest,DTD,1,SF,GSW,26.0,200.66,104.32616
Draymond Green,2016,1399.0,342.0,309.0,150.0,191.0,766.0,1017.0,845.0,172.0,410.0,288.0,373.0,131.0,1044.0,490.0,110.0,1178.0,bruised left ankle,DTD,4,SF,GSW,27.0,200.66,104.32616
Draymond Green,2018,864.0,268.0,250.0,101.0,133.0,615.0,726.0,621.0,105.0,184.0,143.0,281.0,75.0,741.0,323.0,86.0,449.0,toe injury,DTD,6,SF,GSW,29.0,200.66,104.32616
Draymond Green,2019,870.0,283.0,250.0,102.0,131.0,641.0,705.0,604.0,101.0,201.0,141.0,250.0,71.0,725.0,329.0,93.0,304.0,left index finger injury,DTD,12,SF,GSW,30.0,198.12,104.32616
Drew Gooden,2010,876.0,195.0,114.0,41.0,51.0,58.0,540.0,329.0,211.0,250.0,218.0,17.0,4.0,691.0,327.0,71.0,-231.0,plantar fasciitis in left foot,DNP,15,C-PF,MIL,29.0,208.28,113.398
Drew Gooden,2011,197.0,46.0,20.0,13.0,9.0,35.0,112.0,86.0,26.0,47.0,40.0,12.0,1.0,185.0,78.0,18.0,9.0,sprained right wrist,DNP,8,C-PF,MIL,30.0,208.28,113.398
Drew Gooden,2015,316.0,104.0,36.0,22.0,19.0,47.0,279.0,198.0,81.0,49.0,40.0,99.0,38.0,316.0,119.0,53.0,49.0,back injury,DTD,5,C-PF,WAS,34.0,208.28,113.398
Duje Dukan,2015,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,-6.0,bone bruise,DTD,3,SF,SAC,24.0,205.74,99.79024
Dwight Buycks,2013,87.0,19.0,21.0,0.0,12.0,31.0,35.0,29.0,6.0,21.0,18.0,28.0,5.0,90.0,32.0,19.0,4.0,placed on IL,out for season,1,PG,TOR,25.0,190.5,86.18248
Dwight Howard,2010,1963.0,364.0,354.0,292.0,93.0,158.0,1300.0,972.0,328.0,1055.0,597.0,8.0,0.0,1154.0,683.0,102.0,560.0,stomach virus,DNP,2,C,ORL,25.0,210.82,120.20188
Dwight Howard,2012,1601.0,269.0,272.0,186.0,110.0,157.0,1090.0,792.0,298.0,850.0,428.0,8.0,1.0,1016.0,586.0,82.0,161.0,right shoulder injury,DNP,6,C,LAL,27.0,210.82,120.20188
Dwight Howard,2013,1525.0,339.0,274.0,190.0,87.0,126.0,1144.0,857.0,287.0,796.0,404.0,7.0,1.0,971.0,560.0,91.0,160.0,sprained left ankle,DNP,10,C,HOU,28.0,210.82,120.20188
Dwight Howard,2014,1226.0,226.0,206.0,124.0,51.0,109.0,745.0,547.0,198.0,568.0,307.0,6.0,1.0,779.0,459.0,65.0,377.0,flu,DTD,5,C,HOU,29.0,210.82,124.7378
Dwight Howard,2015,964.0,224.0,161.0,106.0,66.0,84.0,787.0,564.0,223.0,462.0,227.0,2.0,1.0,622.0,368.0,68.0,110.0,rest,DTD,7,C,HOU,30.0,210.82,120.20188
